0	-0.0200243
1	-0.0200243
2	-0.0200243
3	-0.0200243
4	-0.0200243
5	-0.0200243
6	-0.0200243
7	-0.0200243
8	-0.0200243
9	-0.0200243
10	-0.0200243
11	-0.0200243
12	-0.0200243
13	-0.0200243
14	-0.0200243
15	-0.0200243
16	-0.0200243
17	-0.0200243
18	-0.0200243
19	-0.0200243
20	-0.0200243
21	-0.0200243
22	-0.0200243
23	-0.0200243
24	-0.0200243
25	-0.0200243
26	-0.0200243
27	-0.0200243
28	-0.0200243
29	-0.0200243
30	-0.0200243
31	-0.0200243
32	-0.0200243
33	-0.0200243
34	-0.0200243
35	-0.0200243
36	-0.0200243
37	-0.0200243
38	-0.0200243
39	-0.0200243
40	-0.0200243
41	-0.0200243
42	-0.0200243
43	-0.0200243
44	-0.0200243
45	-0.0200243
46	-0.0200243
47	-0.0200243
48	-0.0200243
49	-0.0200243
50	-0.0200243
51	-0.0200243
52	-0.0200243
53	-0.0200243
54	-0.0200243
55	-0.0200243
56	-0.0200243
57	-0.0200243
58	-0.0200243
59	-0.0200243
60	-0.0200243
61	-0.0200243
62	-0.0200243
63	-0.0200243
64	-0.0200243
65	-0.0200243
66	-0.0200243
67	-0.0200243
68	-0.0200243
69	-0.0200243
70	-0.0200243
71	-0.0200243
72	-0.0200243
73	-0.0200243
74	-0.0200243
75	-0.0200243
76	-0.0200243
77	-0.0200243
78	-0.0200243
79	-0.0200243
80	-0.0200243
81	-0.0200243
82	-0.0200243
83	-0.0200243
84	-0.0200243
85	-0.0200243
86	-0.0200243
87	-0.0200243
88	-0.0200243
89	-0.0200243
90	-0.0200243
91	-0.0200243
92	-0.0200243
93	-0.0200243
94	-0.0200243
95	-0.0200243
96	-0.0200243
97	-0.0200243
98	-0.0200243
99	-0.0200243
100	-0.0200243
101	-0.0200243
102	-0.0200243
103	-0.0200243
104	-0.0200243
105	-0.0200243
106	-0.0200243
107	-0.0200243
108	-0.0200243
109	-0.0200243
110	-0.0200243
111	-0.0200243
112	-0.0200243
113	-0.0200243
114	-0.0200243
115	-0.0200243
116	-0.0200243
117	-0.0200243
118	-0.0200243
119	-0.0200243
120	-0.0200243
121	-0.0200243
122	-0.0200243
123	-0.0200243
124	-0.0200243
125	-0.0200243
126	-0.0200243
127	-0.0200243
128	-0.0200243
129	-0.0200243
130	-0.0200243
131	-0.0200243
132	-0.0200243
133	-0.0200243
134	-0.0200243
135	-0.0200243
136	-0.0200243
137	-0.0200243
138	-0.0200243
139	-0.0200243
140	-0.0200243
